item_id,workflow,task,if_score,quality_raw,failed_tags,eg2_only,query_explicit,full_prompt_explicit,constraint_present,eg2_constraint,judge_reason,response_excerpt
tonight_hard_line_183,"Execution, Monitoring, Reporting, and Operations",Month-end close / financial reporting support,0.6666666666666666,4,"EG2,QV2,QV6",no,yes,yes,yes,"Material facts, numeric inputs, thresholds, calculation results, missing-evidence triggers, and decision points must have active source labels next to the sentence, row, or bullet where they are used; collected end-only citations are not sufficient.",Some material facts lack active source labels.,"**Accounts Payable Cutoff Exception Note — Keystone Labs, October 2026**

Scope: This note evaluates sampled AP cutoff items for October 2026 using only the provided evidence. The governing standard requires comparison of service/receipt date to recording period, identification of missing and premature accruals, net proposed cutoff adjustment, missing receiving evidence, and close-blocker status [plan cost comparison].

1. **Cutoff comparison by invoice**
   - **AP-601:** Vendor service date **2026-10-29**, invoice received **2026-11-02**, amount **$18,200**, recorded in **November** [rollover recommendation file]. Because the service date falls in **October** but the expense was recorded in **November**, this is a **missing October accrual** under the service-date-to-recording-period cutoff rule [plan cost comparison].
   - **AP-602:** Vendor service date **2026-11-03**, amount **$9,400**, recorded in **October accrual** [rollover recommendation file]. Because the service date falls in **November** but the amount was accrued in **October**, this is a **premature October accrual** requiring reversal from October [plan cost comparison].
   - **AP-603:** Vendor service date **2026-1..."
tonight_hard_line_245,Research and Due Diligence,Earnings review,0.6363636363636364,4,"DB9,EG2,FP3,QV2",no,yes,yes,yes,"Material facts, numeric inputs, thresholds, calculation results, missing-evidence triggers, and decision points must have active source labels next to the sentence, row, or bullet where they are used; collected end-only citations are not sufficient.",Active source labels are not consistently next to material facts and calculations.,"**HarborView Wearables Earnings Driver Readout**

- **What changed:** Reported facts — HarborView Wearables’ quarter ended April 30, 2026 revenue was $119.8 million versus $110.5 million, so target revenue growth was **8.42%** = ($119.8 million − $110.5 million) / $110.5 million; direct-to-consumer revenue grew **14.00%**, wholesale revenue fell **3.50%**, returns rose to **5.80%** of sales from **4.10%** for a **+170 bps** change, gross margin fell to **38.20%** from **40.00%** for a **−180 bps** change, and diluted EPS declined to $0.46 from $0.51 for **−9.80%** EPS growth = ($0.46 − $0.51) / $0.51 [default status evidence; acceleration rule]. Apple benchmark/comparable — Apple’s quarter ended December 28, 2024 total net sales were $124,300 million versus $119,575 million, about 1,037.56x HarborView’s reported $119.8 million scale; Apple gross margin rate moved to **46.88%** = $58,275 million / $124,300 million from **45.87%** = $54,855 million / $119,575 million, or **+101 bps**, while HarborView moved **−180 bps** [cross-default file; default status evidence; Final work-product request].

- **Why it changed:** Management commentary — HarborView management said “new sensor mode..."
tonight_hard_line_341,Risk and Compliance Review,Regulatory issue escalation,0.7,3,"DB9,EG2,QV2",no,yes,yes,yes,"Material facts, numeric inputs, thresholds, calculation results, missing-evidence triggers, and decision points must have active source labels next to the sentence, row, or bullet where they are used; collected end-only citations are not sufficient.",Not all material facts and decision points have active source labels next to them.,"**Escalation decision: Escalate ESC-2002 to the Chief Compliance Officer and Head of Supervision.**

ESC-2002 concerns a branch supervision lapse: supervisory review queues for two branch offices were disabled from 2026-02-15 through 2026-05-16 after a vendor migration, affecting 1,284 trade blotter alerts and 316 correspondence flags [support evidence policy]. FINRA Rule 3110 supervisory-responsibilities materials identify supervision and supervisory-control obligations as the governing framework [guarantor roster file]. Under the firm escalation trigger, any supervisory-system outage lasting more than 30 days or affecting more than 500 review items must be escalated to the Chief Compliance Officer and Head of Supervision [cure action guide].

Calculation and threshold comparison: outage length = 2026-02-15 through 2026-05-16 = 90 elapsed days, or 91 calendar days if counted inclusively; both are greater than the 30-day escalation threshold [support evidence policy; cure action guide]. Review-item count = 1,284 trade blotter alerts + 316 correspondence flags = 1,600 review items, which exceeds the 500-item threshold by 1,100 items [support evidence policy; cure action guide]. Bus..."
tonight_hard_line_053,Intake and Profiling,Client risk profiling,0.6666666666666666,3,"DB9,EG2,QV2",no,yes,yes,yes,"Material facts, numeric inputs, thresholds, calculation results, missing-evidence triggers, and decision points must have active source labels next to the sentence, row, or bullet where they are used; collected end-only citations are not sufficient.",End-only citations; lacks active source labels next to material facts.,"**Mini stress-capacity table — Ingrid Novak**

| Item | Source inputs, formula/comparison, and result | Business implication |
|---|---:|---|
| Starting portfolio value | USD 860,000 [marketing rule extract] | Baseline for stress test and tolerable-loss calculation. |
| 15.00% portfolio decline amount | USD 860,000 × 15.00% = **USD 129,000** [marketing rule extract; exception review guide] | Stress loss exceeds the client-stated tolerable loss of USD 100,000 [marketing rule extract]. |
| Portfolio after 15.00% decline | USD 860,000 − USD 129,000 = **USD 731,000** [marketing rule extract; exception review guide] | Shows the portfolio effect before considering the planned cash withdrawal. |
| Planned cash withdrawal | **USD 75,000** within 6 months for medical costs [marketing rule extract] | Near-term liquidity demand must be reflected in capacity. |
| Cash remaining after withdrawal | USD 96,000 cash and money market − USD 75,000 = **USD 21,000** [marketing rule extract] | Reduced liquidity reserve after medical-cost withdrawal. |
| Reserve months after withdrawal | USD 21,000 ÷ USD 9,500 monthly spending = **2.21 months** [marketing rule extract; exception review guide] | Below 6..."
tonight_hard_line_148,Research and Due Diligence,Earnings review,0.6666666666666666,3,"DB9,EG2,QV2,QV5",no,yes,yes,yes,"Material facts, numeric inputs, thresholds, calculation results, missing-evidence triggers, and decision points must have active source labels next to the sentence, row, or bullet where they are used; collected end-only citations are not sufficient.",Not all facts and calculations have active source labels.,"**Margin Variance Note — Orchard Packaging Systems**

Governing standard: this note follows the instruction that a margin note should calculate gross-margin basis-point movement, quantify listed drivers where inputs are provided, and avoid treating temporary items as recurring unless management explicitly says they recur [terminal growth worksheet].

1. **Revenue growth check:** Orchard revenue was $71.50 million versus $69.20 million in the prior-year quarter [CFO review question]. Formula: ($71.50 million - $69.20 million) / $69.20 million = **3.32%** growth. Business implication: revenue increased, but margin and EPS declined.

2. **Gross-margin movement:** Gross margin was **32.00%** versus **35.00%** [CFO review question]. Formula: 32.00% - 35.00% = **negative 3.00 percentage points**, or **negative 300 bps**. Business implication: reported gross margin compressed materially year over year.

3. **Driver bridge and reconciliation:** Management quantified steel cost pressure of negative 120 bps, warranty accrual of negative 90 bps, pricing of positive 60 bps, and mix of negative 50 bps [CFO review question]. Sum: -120 - 90 + 60 - 50 = **negative 200 bps**. Reconciliation compar..."
tonight_hard_line_006,Decision and Structuring,Capital structure / financing proposal,0.6,3,"DB9,EG2,FP3,QV2",no,yes,yes,yes,"Material facts, numeric inputs, thresholds, calculation results, missing-evidence triggers, and decision points must have active source labels next to the sentence, row, or bullet where they are used; collected end-only citations are not sufficient.",Not all material facts and calculations have active source labels next to them.,"**Covenant Amendment Proposal — Marigold Foods**

Purpose: Marigold Foods requests two-quarter covenant relief after projected EBITDA declines to $10.8 million from $13.0 million, with $52.0 million debt outstanding [rebalance worksheet]. Under the proposal standard, the package must identify sources/uses, repayment capacity, covenant protections, collateral support, refinancing risk, approval exceptions, and debt/equity/maturity/control/liquidity trade-offs; approval or closing is not assumed [allocation policy].

Projected leverage before cure: $52.0 million debt / $10.8 million projected EBITDA = **4.81x**, above the **4.25x** leverage covenant, indicating a projected leverage breach [rebalance worksheet]. Projected fixed charge coverage is **1.08x** versus the **1.20x** minimum, a **0.12x** shortfall and separate projected breach [rebalance worksheet].

| Evidence | Test | Result | Action |
|---|---:|---:|---|
| Alternative A: leverage reset to 5.00x for two quarters, 50 bps step-up, monthly reporting [client cash constraint] | Classification and covenant fit | **Reset**. 4.81x projected leverage is inside 5.00x reset, but 1.08x fixed charge coverage remains below 1.20x [rebal..."
tonight_hard_line_056,Decision and Structuring,Capital structure / financing proposal,0.6,3,"DB7,DB9,EG2,QV2",no,yes,yes,yes,"Material facts, numeric inputs, thresholds, calculation results, missing-evidence triggers, and decision points must have active source labels next to the sentence, row, or bullet where they are used; collected end-only citations are not sufficient.",Not all material facts and calculations have active source labels next to them.,"**Granite Campus Housing Interest-Rate Hedge and Refinancing Proposal**

Recommendation: pursue Alternative A, fixed-rate refinancing, subject to approval and closing. It provides stable coverage of 2.43x in both current and stress cases, exceeds the lender’s 1.75x requirement, has a $0.55 million upfront fee, and removes residual floating-rate exposure on the refinanced balance. This is a proposal only; no lender commitment, approval, market execution, or future performance is treated as certain before approval and closing [product term sheet].

| Evidence | Test | Result | Action |
|---|---:|---:|---|
| Current debt: $55.00 million at SOFR plus 3.00%; SOFR 5.25%; EBITDA $9.50 million; current interest $4.54 million; lender requires coverage above 1.75x [suitability rule card] | Base status: $9.50 / $4.54 | 2.09x; passes 1.75x | Active covenant trigger is rate sensitivity, not current breach. |
| Alternative A: 7.10% fixed-rate refinance, five-year maturity, 1.00% fee [client profile sheet] | Interest: $55.00 × 7.10% = $3.91; ICR: $9.50 / $3.91. Stress unchanged because fixed. Fee: $55.00 × 1.00% = $0.55 | Current 2.43x; stress 2.43x; both pass | Recommend as preferred action; re..."
tonight_hard_line_073,"Execution, Monitoring, Reporting, and Operations",Month-end close / financial reporting support,0.6,3,"DB9,EG2,QV2,QV6",no,yes,yes,yes,"Material facts, numeric inputs, thresholds, calculation results, missing-evidence triggers, and decision points must have active source labels next to the sentence, row, or bullet where they are used; collected end-only citations are not sufficient.",Not all material facts and decision points have active source labels.,"**Revenue Cut-off Close Workpaper — Maple Devices, December 2026**

**Scope and evidence boundary:** This workpaper uses only the provided evidence: invoice facts and pre-correction revenue trial balance from **KYC QA packet**, and close requirements / approval threshold from **[handoff checklist]**.

1. **Cut-off testing standard applied.** Each sampled invoice must be listed, shipment date compared with recorded revenue date, premature revenue identified, proposed deferral calculated, and missing shipment evidence listed **[handoff checklist]**. Controller approval is required only when any single premature revenue item exceeds $50,000 **[handoff checklist]**.

2. **Sampled invoice cut-off results.**

| Invoice | Amount | Shipment date | Recorded revenue date | Cut-off comparison | Result / issue |
|---|---:|---|---|---|---|
| INV-881 | $118,000 | 2026-01-02 | 2026-12-31 | Shipment date precedes recorded revenue date | No premature revenue identified based on the provided dates **[KYC QA packet]** |
| INV-882 | $74,000 | 2026-12-30 | 2026-12-31 | Shipment date precedes recorded revenue date by one day | No premature revenue identified **[KYC QA packet]** |
| INV-883 | $29,000 |..."
tonight_hard_line_268,Decision and Structuring,Capital structure / financing proposal,0.6,3,"DB7,DB9,EG2,QV2",no,yes,yes,yes,"Material facts, numeric inputs, thresholds, calculation results, missing-evidence triggers, and decision points must have active source labels next to the sentence, row, or bullet where they are used; collected end-only citations are not sufficient.",Not all material facts and calculations have active source labels next to them.,"**Cash-Sweep Recapitalization Memo — Copperline Packaging**

**Objective and governing standard.** Copperline Packaging has $76.0 million current debt, $22.0 million EBITDA, $6.4 million cash interest, and projected annual excess cash flow of $8.0 million; lenders require leverage below 3.00x within two years [duration case note]. The proposal must identify sources/uses, repayment capacity, covenant protections, collateral support, refinancing risk, approval exceptions, and trade-offs, and must not treat commitments or approvals as certain before approval and closing [Credit Structure Policy Excerpt].

1. **Plan A — term loan with 50.00% sweep.**  
   Source/use: $76.0 million term loan refinances current debt [client cash need worksheet]. Starting leverage = $76.0 million debt / $22.0 million EBITDA = **3.45x**. Two-year sweep paydown = $8.0 million annual ECF × 50.00% × 2 = **$8.0 million**; ending debt = $68.0 million; ending leverage = $68.0 million / $22.0 million = **3.09x**. Cash interest = $76.0 million × 7.25% = **$5.51 million**. **Implication:** does not meet the below-3.00x lender trigger within two years; active deficiency unless EBITDA is higher, paydown is larger, o..."
tonight_hard_line_286,Decision and Structuring,Capital structure / financing proposal,0.6,3,"DB7,DB9,EG2,QV2",no,yes,yes,yes,"Material facts, numeric inputs, thresholds, calculation results, missing-evidence triggers, and decision points must have active source labels next to the sentence, row, or bullet where they are used; collected end-only citations are not sufficient.",Active source labels are not consistently next to all material facts and calculations.,"**Sponsor-versus-lender financing proposal — Juniper Dental Labs**

Juniper needs $16.00 million to acquire a competitor; current debt is $34.00 million, EBITDA is $11.00 million, and cash interest is $3.20 million [rebalance worksheet]. Sources/uses: Sponsor package = $4.00 million common equity + $12.00 million first-lien loan; Lender package = $8.00 million equity + $8.00 million loan; Hybrid = $6.00 million preferred equity + $10.00 million loan [rebalance worksheet]. This proposal is subject to approval and closing; no commitment, investor approval, rating, execution, or performance certainty is supported [allocation policy].

| Evidence | Test | Result | Action |
|---|---:|---:|---|
| [rebalance worksheet] | Sponsor leverage = ($34.00m + $12.00m) / $11.00m | 4.18x vs 4.25x covenant; $0.07x cushion. Cash burden = $3.20m + ($12.00m × 8.40%) = $4.21m | Credit-compliant on stated leverage, but tight; request collateral, maturity, liquidity, and refinancing evidence before approval [allocation policy]. |
| [rebalance worksheet] | Lender leverage = ($34.00m + $8.00m) / $11.00m | 3.82x vs 3.75x covenant; exceeds by $0.07x. Cash burden = $3.20m + ($8.00m × 7.95%) = $3.84m | Active c..."
tonight_hard_line_131,Risk and Compliance Review,Covenant check,0.5555555555555556,3,"EG2,QV2,QV5,QV6",no,yes,yes,yes,"Material facts, numeric inputs, thresholds, calculation results, missing-evidence triggers, and decision points must have active source labels next to the sentence, row, or bullet where they are used; collected end-only citations are not sufficient.",Not all material facts and calculations have active source labels next to them.,"**Capex Covenant Variance Memo — Evergreen Packaging**

**Scope and governing rule.** Evergreen Packaging’s credit agreement limits annual capital expenditures to **$4.0 million**, excluding **emergency safety repairs up to $500,000 if separately documented**; amounts above the limit require lender consent [business-purpose intake (Evergreen Packaging Credit Agreement)].

**Reconciliation and covenant result.** As of **YTD through October 31, 2026**, ledger capex consists of: production line upgrade **$3.2 million**, warehouse expansion **$0.9 million**, and emergency fire-suppression repairs **$0.4 million** [website excerpt]. Total ledger capex = **$3.2M + $0.9M + $0.4M = $4.5M**. The emergency repair amount qualifies for exclusion because invoices are attached and labeled safety repairs, and the amount is within the $500,000 exclusion cap [NAICS profile; business-purpose intake (Evergreen Packaging Credit Agreement)]. Covenant capex = **$4.5M ledger capex − $0.4M documented emergency safety repair exclusion = $4.1M**, matching the borrower’s reported covenant capex [website excerpt].

| Evidence | Test | Result | Action |
|---|---:|---:|---|
| $4.0M annual capex limit; emergenc..."
tonight_hard_line_068,Intake and Profiling,Client risk profiling,0.5,3,"DB7,DB9,EG2,FP3,QV2",no,yes,yes,yes,"Material facts, numeric inputs, thresholds, calculation results, missing-evidence triggers, and decision points must have active source labels next to the sentence, row, or bullet where they are used; collected end-only citations are not sufficient.",End-only citations used; lacks active source labels next to facts.,"**Fact-versus-inference audit — Helena Park profile draft**

### Factual inputs  
- Age: 47, source-stated profile fact. [market input procedure]  
- Annual income: USD 142,000. [market input procedure]  
- Liquid net worth: USD 220,000. [market input procedure]  
- Investment objective: growth. [market input procedure]  
- Risk tolerance: moderate. [market input procedure]  
- Time horizon: 9 years. [market input procedure]  
- Liquidity need: 10.00%. [market input procedure]  
- Investment experience: mutual funds and ETFs for 11 years. [market input procedure]  
- Customer statement, not verified asset evidence: “There may be family money someday, but nothing is committed.” [market input procedure]  
- Missing-evidence trigger: no estate document and no inheritance amount are in file. [market input procedure]  

### Inferred reviewer conclusions  
- A growth objective is supported as a recorded customer profile input, but “high-capacity growth investor” is not supported by the cited facts unless capacity is derived from verified income, liquid net worth, time horizon, liquidity need, and other documented profile elements, excluding the unverified inheritance. [market input proc..."
tonight_hard_line_313,"Execution, Monitoring, Reporting, and Operations",Client review report,0.5,2,"DB7,DB9,EG2,QV2,QV5",no,yes,yes,yes,"Material facts, numeric inputs, thresholds, calculation results, missing-evidence triggers, and decision points must have active source labels next to the sentence, row, or bullet where they are used; collected end-only citations are not sufficient.",End-only citations used; lacks active source labels next to facts.,"**Credit-Quality Migration Monitor — Elm Corporate Bond Ladder**

As-of date tested: February 28, 2026, per the register update [register update standard]. This monitor follows the required Credit Migration Monitoring Format: identify downgrades, test average quality, apply BBB- Watch and BB+ Escalate triggers, compare returns, and list approvals for prohibited holdings [progress note (Credit Migration Monitoring Format)].

1. **Downgraded holdings identified.**  
   - North Harbor Telecom was downgraded from BBB to BB+, weight 3.20% [register update standard].  
   - Western Medical REIT was downgraded from A- to BBB-, weight 7.40% [register update standard].  
   - Stable Utilities is listed at A rated, weight 12.00%; the packet does not provide a prior rating change path, so no downgrade trigger can be confirmed from the provided evidence [register update standard].

2. **Average portfolio quality test.**  
   - Source inputs: portfolio average credit quality = BBB+ [register update standard]; required minimum average credit quality = A- [board action record].  
   - Comparison: BBB+ is below A-.  
   - Result/business implication: Elm Corporate Bond Ladder is below the approve..."
